PDB,SP_PRIMARY,CHAIN
8UHE,B4WIH2,J
4O2L,Q921J2,A
8AE5,B9V973,D
1FLV,P0A3D9,A
4UIQ,Q7VTL8,A
2NSH,P0AG18,A
5KZ5,Q16595,J
1OFV,P10340,A
8IJ9,P61294,B
5B0U,Q9GV45,B
7QDE,Q01560,B
8G64,Q8RI14,A
9BU5,Q9ABV9,A
5U75,G0Z026,A
2K31,Q8CG03,A
3QJR,Q5SJ80,B
1EJB,P50861,B
1CM0,Q92831,B
1CZ3,Q60034,A
4L8P,Q9RB47,A
4HQS,A0A0H2UP26,A
6ERD,Q81D84,A
6LY5,A0A6J4B7P2,A
1MX4,P42773,A
1F9A,Q57961,A
5ODN,Q2S565,F
1T3Q,P72223,A
8CU8,Q9TYS3,T
8GRJ,A0A0H3KLY3,C
9FJL,A0A0U2WS94,A
5NGH,G1LK14,A
2WP7,Q9CQT7,A
7BX9,B3VPZ9,A
6ITU,Q9UBP9,A
7QHO,P42461,M
2W6J,P05630,H
3OGH,A0A0H2V857,A
7USN,O16453,A
3VNC,O25318,A
1GJJ,P42166,A
3NWZ,Q9K9P3,C
3K29,O84677,A
1H6Q,Q10344,A
3AFP,P46390,A
5XYI,A2G5X6,H
8DPB,C5AV67,C
3CI6,Q6FEW8,A
8OKH,Q6MN62,A
5J9B,O43099,A
1GE5,P81054,A
4B6S,Q48255,B
3FJ2,Q929G0,A
1KRQ,Q46106,A
1F33,P0ABT2,D
4JE1,B4E5V4,A
2HZQ,P05090,A
6KYH,Q61411,E
3WVA,Q58649,A
6R1G,P0CL67,B
2RRL,P26416,A
6K4M,Q9S2N0,W
5WDR,F2UBE5,A
1G2E,P26378,A
3Q0F,O82175,A
6M7W,Q07688,A
1GJY,P05044,A
1YF9,Q4Q5L3,A
6E8H,D3HJY4,A
4C1B,Q3LG57,A
1GUA,P62834,A
4W64,A0A0M3KKY9,A
4YJW,A6L4U0,A
6N5U,Q8VYP0,A
8ZBM,P58775,B
4ALC,Q838S1,A
8W20,Q9ACV3,D
3UX9,P01562,A
7OBP,Q8NI08,A
6OP8,O00102,A
1SR4,O06524,C
1EQ1,P13276,A
5TXW,A0A0Q2XKL6,B
5TRM,Q92830,G
6HF6,O59413,A
3QHP,O25175,B
8DWZ,Q06240,A
3WTS,P14921,H
1X6O,A4HE05,A
8YNR,Q9ULC3,A
1D8U,O04986,A
2YUH,Q15814,A
3DMM,P01731,C
1CN4,P01588,C
6QKL,Q54J50,D
1BLX,Q60773,B
1BI8,P55273,B
6P8S,P0DTF6,A
8JDH,A0AAT8XU98,B
3TVZ,E0TXX3,A
3K9W,Q3JW91,A
4WVG,Q5HHB9,A
5UOU,A6T925,A
3DLL,Q9RWB4,M
1AU1,P01574,A
3MD3,P32588,A
2FIW,Q6N8A5,A
6U1P,Q9KTI6,A
1XTD,E9AXF0,A
2AUW,Q82X29,A
4ZPU,P78285,D
5TEB,D9IW02,G
4BJ0,Q6V8M0,A
2WM8,Q86V88,A
1F3Y,O04841,A
3FN1,Q969M7,B
6ON1,A0A5H1ZR51,A
4KYI,P51148,B
4CPC,Q8IZU3,F
1XQ7,Q4DPB9,C
3ODI,P62937,M
1EUM,P0A998,A
1RK8,Q9V535,A
1BZS,P22894,A
3RFB,Q8DQA6,B
1K95,P28676,A
5MMJ,P82137,q
1QY0,P11589,A
8YLH,Q6D5K4,B
2MVB,A0A0H2UNC7,A
1XGW,Q14677,A
2KUA,Q9Z0F3,A
8E3E,O95365,A
6G5J,O15496,A
7AFT,P01149,H
1YYC,O82355,A
3CNM,Q396C9,B
7FIG,P0DN86,Y
3CMA,P12737,L
7DAI,Q5KQI6,A
1G5Z,Q44717,A
1DLY,Q08753,A
8UP5,Q8TZI1,P
8BYR,A0R3I5,A
4XLR,H9ZP94,M
2LWJ,Q1D927,A
1AK6,P60982,A
1EPA,P06911,A
1BUU,P19999,A
2JQD,O35381,A
2BBU,O35718,A
4ZXD,C1I210,B
1F1M,Q9AGB1,A
6FK1,P17742,A
2QKW,Q08242,A
1CXV,P33435,B
7TMV,A0A0H3GMY9,B
3QYY,Q8P559,A
4EYV,C6KGV3,B
6WSK,Q5M7A7,A
7UY5,D2CVN7,K
2AHC,P26602,B
3P56,Q8TDP1,C
1EYX,Q7SIG0,A
1B8D,O36005,A
4JWP,Q2YRK4,A
3W6C,B7XCV4,A
2JQV,Q9MBH1,A
1J2J,P84078,A
6GQE,A0A0B8RZH0,A
3KHN,Q729W9,A
1FUE,Q9ZK53,A
3E99,A0A0H2WBM4,A
2LUO,P9WIA1,A
7CCM,Q5TBC7,B
8GYE,Q07011,A
1EVW,Q94702,C
1O4X,P14859,A
4BI4,S4S1W2,B
5K24,O70274,A
1BLE,P26380,A
1FFV,P19915,A
8CDJ,P63208,S
1A6J,P69829,A
1I2H,Q9Z214,A
6QVF,Q8KPZ3,A
7QQD,Q14938,B
5H7X,B0V8I3,C
7F0M,Q13526,D
4MBU,A0A0H3JXG2,A
3HIU,Q8P4M6,A
1LR5,P13689,C
1J3W,Q9X9L0,A
1GZS,O52623,D
1Q34,P52478,A
1N3E,P05725,B
4ELE,Q81R22,D
8IMI,A0AAJ6N6E2,U
1F35,Q64288,A
7CBK,P23827,A
3N4J,Q74Y93,A
1CPC,P07122,A
1WCF,P9WI55,A
3CI0,A0A4C3GMC1,J
2HM9,P00381,A
2J96,P00309,B
2QSR,Q8DRQ1,A
2KFU,P9WJA9,A
2EEY,Q5L3F4,A
6JPR,A0A5H1ZR40,G
5J08,Q03769,A
2ZZA,Q70YQ6,A
3P3V,Q9A0T4,B
1T6S,Q8KF54,A
7X9S,P0DJO8,B
1G13,P17900,A
1D5C,Q26000,A
1MJH,Q57997,B
1HA7,P72509,W
3T1U,C1DHE4,A
3LGO,P38247,A
1F99,P59858,K
1APY,P20933,A
1NCX,P02588,A
3KFF,P11590,A
7LWC,P02756,A
6KND,A0A1D8PNF5,A
1AX3,P20166,A
1FUX,P77368,A
1VHS,P71043,A
5XXA,A0A0A1NDE2,A
4ONR,Q1W5I8,A
3HA9,Q9Y8R5,A
1OCS,Q08826,A
5IO6,B5B0D4,A
4KSR,A0A0H2ZJ24,C
1GPR,Q59250,A
4L1E,A0A067XG68,A
3ZC4,Q97YC8,C
1VIA,Q0PBC3,A
7C8Z,O52380,B
2AZ1,P61136,B
5FR7,D4I047,B
5EO2,A0A0H3JSY9,A
8TPJ,Q01952,O
9FF9,Q02088,A
7WZ5,A0A3G3BTG1,A
5ZWX,A0A493R6M0,A
1LA0,P09860,A
8CQ8,P9WNX1,A
8PJP,A0A9K2KM41,A
4F0U,Q31RG1,F
3TS5,Q26069,B
1D1Q,P40347,A
2IA0,Q8U2H1,B
7O71,Q6CEK9,Y
3KLB,Q5L808,A
6FLK,Q8N960,B
1B33,P00318,B
5TP1,Q9D8U8,B
2VJT,Q7NL80,A
4FO1,P06107,A
2YUE,P29503,A
4R0B,P09466,A
1ALL,P72505,B
6EU1,P47076,D
5XF2,Q63XZ4,H
2YJJ,Q1X6M4,G
5JWJ,F0NBH8,A
4PYD,P0A738,E
6PCO,A0A0H3LTT0,B
1JGC,Q59738,A
6MZM,Q16514,R
5E13,P10153,A
1NCF,P19438,A
1URM,P30044,A
8SS3,Q6PI25,F
1B33,P00315,E
6ZIQ,P13620,d
5HY6,P62925,A
7L7J,Q15185,C
5OHE,A7HD43,G
1F6G,P0A334,D
5BWA,P54368,B
3L1N,O42721,A
8JKE,Q9L0Q9,H
6MX1,P00561,A
6KA2,A0A2U9GGW3,A
8T7M,Q73MJ7,A
1ALL,P72504,A
9EH5,Q55013,v
1CBK,P43777,A
4KLW,Q9HV14,A
8KI3,O75947,M
2VI5,P9WHE9,F
6E6A,P0CI27,A
7MXL,P15494,C
2LPX,Q256S2,A
9AT9,B0LF88,B
6ARN,Q1RBS0,A
6Y3I,Q9FPK4,A
4F0U,Q31RG0,A
1GR3,Q03692,A
4BOB,Q9S036,A
5J7N,Q9PBB0,A
1EXS,P04119,A
6BNM,Q70Z35,A
8I8I,Q9XC89,C
6B7C,P0A6I6,A
1RA9,P0ABQ4,A
7E2D,Q03630,D
3ESJ,P62617,A
7LX0,G6FW99,d
4M5N,P26281,B
3IE5,Q8H1L1,B
3CVG,J3KFC8,D
2ETD,Q9X056,A
2JWY,P46122,A
1T0A,Q8EBR3,B
4FAK,P0C1V0,A
1EW3,Q95182,A
5VAE,Q9AET7,B
3TL1,P23154,B
5I8F,E9JSA3,A
4YDZ,Q20363,D
5UC6,P01583,A
1H88,P06876,C
2FG9,Q8A377,A
6IZW,Q1DB03,B
3K7S,Q4CQE2,D
3FFM,O95257,A
3CJN,Q5LTF6,A
1E09,O24248,A
8HY9,E4TDY5,A
2CP6,P30622,A
2TN4,P02586,A
3EHW,P33316,Y
5X6F,Q9I6D1,F
3RE3,Q5NFU1,D
6E4E,P0A017,A
1HN2,P07435,B
2XST,Q6UWW0,A
1I12,P43577,D
1CFZ,P37182,B
7YDW,Q3TV65,A
1FM4,P43185,A
2HSN,P00958,A
1DI0,P61711,C
2O25,P63279,D
6ZW9,A0A2H4Z949,A
2C41,Q8DG54,K
1DBU,P45202,A
5ZUR,A0A3F2YLV4,A
2EWR,Q9X0A5,A
1RB7,Q12178,A
1HJR,P0A814,D
4C94,D0E0C7,C
8G0K,A0AA82WPG9,A
8GY3,Q5FTD2,B
6P8L,P0ABD3,B
1K4Z,P17555,A
1C05,P81288,A
5MMU,P43211,A
3G7G,Q97DZ9,E
2HI2,P02974,A
1HTW,P44492,C
5YOY,P01375,K
3NR5,Q9H063,A
5AKO,Q9I0E0,C
2IQQ,Q5ZXE1,A
2KVD,P55145,A
1W63,P61967,Q
5ZG9,L7IX95,B
4J6G,O43557,A
5IWX,Q06756,B
6M5M,A0A2Z6G7U6,A
1HLM,P80017,A
1H0A,O88339,A
1GRJ,P0A6W5,A
8Q5R,Q8BVZ5,A
1O22,Q9WZX8,A
6A51,Q0PBQ6,A
6WES,C5IAW5,A
5ETQ,Q2G0Q5,A
1G1Q,P16109,A
1FJJ,P12994,A
6VU7,B7LD46,A
4TU5,A0A0M3KKX1,X
6XMV,Q5F5E4,A
8DDY,A0A2G8PAX6,A
4RVP,A0A0A0QA66,A
7R6G,P11731,A
2YWX,Q58033,A
7YH2,A0A1Q9P883,A
9GN2,Q9R5V5,A
1E06,P81245,B
2F59,Q57DY1,E
7REG,P00382,A
5F46,A0A059WZ16,B
1XIZ,Q8ZL18,A
6ZZX,A0A2P6TC44,L
4KDZ,Q1R4Y9,A
1JZU,Q9I9P7,A
7B2L,Q12518,A
5Y3T,Q924T7,B
2CJF,P15474,D
4WOG,A0A0R4I968,B
1PNT,P11064,A
3TUL,Q56019,A
7YH3,A0A135VRB8,C
8UDS,A0QQG7,D
8OR7,K9TX42,A
6VBS,P0CW86,A
1HLB,P80018,A
3EXN,Q5SLW7,A
1EYV,P9WIV1,B
6ZZ9,A0A076YWK5,B
5AJ3,F1ST79,C
7D3L,A0A6B9SCN1,H
4KVM,Q9UTI3,F
2KIG,Q8K337,A
3TJE,P25445,F
5Z38,Q47015,A
1C2Y,Q9XH32,G
2B3J,Q99W51,B
5YQ3,Q9M2T2,A
7T2R,I4BYB8,C
5O5J,A0QS97,G
2IVQ,P00816,J
3D01,A9CJ63,E
4WFU,Q28133,A
4HR7,P0ABD8,B
1SR6,P13543,B
1SR6,P07291,C
8A3V,A0A0H5ZA06,C
1SOF,P22759,F
6VWK,P0ABA0,Y
1DC2,P42771,A
3SAO,P21760,A
3V4G,Q7MP98,A
6IQT,O25265,D
7SBI,O13255,A
4PQQ,O89050,A
4O0N,B9Q287,I
2QA4,P10970,R
1JOP,P44583,A
1HBX,P28324,H
2PFI,P51800,B
8HTU,A0A2K1JC42,G
6QAI,E9AWJ0,A
5KBK,Q5AD07,A
3JB9,P87051,d
1CW0,P09184,A
6FXS,Q384D1,B
1BYR,Q46707,A
1BYS,Q79SE0,A
4UER,A0A0J9X218,Q
4UET,W2SRJ3,A
8OM6,P09038,A
3OJM,P05230,A
5XYI,A2DHU8,L
8E7S,P04037,t
1E30,P0C918,B
9G40,F1RK97,X
2Z1I,P0A7Y4,B
1PAE,P22887,X
3G7P,B7JA91,A
7KHR,P23956,q
8WVU,Q68DV7,C
3EYT,Q5LL54,D
7OXD,A0A8X6EH09,A
1HUS,P22744,A
9BTS,A0A1E3M9R5,B
3HCI,Q8P4Q6,A
3GOR,D0VX25,A
1XAX,P71335,A
2QAS,Q9A6J2,A
3OR5,Q8KAD0,A
2K4W,Q704S6,A
6U9I,A0A5Q0MV05,A
7VJU,B7WRJ8,F
3HMB,P39800,A
1ESO,P0AGD1,A
7VY1,A0A287BMW6,e
1KEO,P11456,A
7Q06,Q3C1E2,B
5YCG,P68082,A
9BTS,T2HRY3,e
6N13,P68036,C
101M,P02185,A
3IEY,Q74MP4,A
8A0E,P63241,E
7A23,Q9FJW4,O
1K8A,P14121,X
4H7L,D5SZ58,A
7X7M,O66529,w
4B4Y,L7MTK4,A
1F1E,O93641,A
6YAC,A0A0M3KL12,F
1F1G,P00445,B
3VPI,Q9I2Q1,A
3S0P,P14831,A
1ZIS,P11998,J
8CT8,A0A0B7P9G0,A
4IUH,B9DL91,A
1TLK,P56276,A
5JJE,P42259,B
1I5O,P0A7F3,B
2OIK,Q1GYB6,A
5ID2,P9WIE3,B
8JBV,B7Z8K6,M
5HYC,G4NCW2,A
8CAH,P38912,i
5GT1,A0A0F7PV22,A
1AWC,Q00420,B
1GDI,P02240,A
7TJ1,Q57CD7,C
7CX7,K0IGW6,D
7P6R,P55259,A
3HLY,A0A0H3K5M0,B
6HQZ,A0A2U7NR52,A
3I5F,P08052,B
5UW2,P64605,C
1D2Z,P22812,D
2EUI,Q9HX01,B
8HHJ,Q9K0F4,B
1YLI,P44886,A
3B54,P36010,A
5R7W,P01584,A
1ELK,O60784,A
4K08,Q2IFX2,A
7Y8A,A0A222AI68,L
1Z4E,Q9KBG0,A
1EMY,P02186,A
1LHT,P56208,A
4JIT,P0A9M5,D
1SYL,P06968,A
1S89,P0A731,D
1ULP,P14090,A
1QSM,Q06592,C
1BHN,P52174,E
8Q3J,Q8R459,D
3TQZ,Q45920,A
5L36,P48023,A
3RD6,Q98FZ2,B
4DX9,O14713,5
7B70,Q9VF82,B
1E9O,P00442,B
8JD8,Q71S31,D
1DVO,P29367,A
5KHO,Q5U651,B
3PT8,P41262,B
9B12,P0CG47,B
7KPF,P22392,F
6VPW,A0A3Q0L3P3,B
3F7L,B6CHW7,A
7ZN1,P02701,A
2ZWJ,Q7M422,A
6RO0,P0A3R5,K
2BCM,P13719,C
1OC9,O77093,B
3CDH,Q5LTG1,B
6NJD,F5H747,A
7PLU,P14649,B
6G2J,O09111,g
1GP7,P80966,C
3DXK,Q3SYX9,G
1YX0,P94562,A
4JMK,Q13202,B
8R20,A0A023GUN4,B
6DXO,F2R911,A
4U8U,A0A0M3KKX7,o
3BCY,P40043,A
1BE4,P52175,C
3KDQ,Q6NFB0,D
2OCY,P17065,B
3OP6,Q5ZW80,B
1YAI,P00446,A
3LAY,Q9L9I0,E
1GME,Q41560,D
6OTX,P41261,A
1E5P,P09465,D
4REH,B5THI3,A
5KRP,A0A2D0TC52,B
1DE3,P00655,A
7AST,P52434,D
5XYU,A0QSP9,I
2KA3,Q9Y6C2,C
1BR4,P02607,F
2QVT,Q1HBK6,A
7AE2,A0A0B0QJN8,B
1ASH,P28316,A
3WOC,A0A0A8IK66,F
6LY5,A0A6J4B2D5,J
1PKP,P02357,A
4ILQ,A0A0H3MCJ9,A
7YTA,A0A1S4CD95,A
2RDP,D0VWY6,A
1YSR,P9WGK7,A
7ZDM,A0A836CQA7,w
5BOW,Q8WWZ1,A
3EXQ,Q03S37,A
1XEB,Q9I717,A
5B3L,Q9HYH1,A
2NMB,P16554,A
1FM0,P30749,E
3IPR,Q82ZC8,E
1SEN,O95881,A
1SNC,P00644,A
8XYA,P0DP23,D
1NU3,Q9ZAG3,B
3UF2,P09603,A
7PVC,P0ADE6,A
6Y79,Q6CA88,a
2VB6,P62149,B
2UYG,Q5SIL5,A
4ODO,Q5SLE7,C
7QG6,Q9H1J1,G
3KF9,Q06827,C
1VYA,B4FK49,I
3WCU,S0BAP9,H
4RGH,Q5TDH0,B
2G2X,Q88CH6,C
3SJQ,P0DP29,B
1F9N,P17893,E
1F5O,P02208,F
1F34,P19400,B
1VQP,P14119,P
1AQZ,P67876,B
2F2O,P62157,B
1PKU,Q07661,I
1IQ5,P0DP33,A
1J4T,Q7M1T4,G
6RBN,Q6HAD8,A
3H3I,Q8A5H8,C
2KMW,Q6ID70,A
4AQR,P59220,B
7XTN,A0A6J2K041,A
1B4A,O31408,F
9KBQ,A0A009PZ93,B
1N1Q,P83695,C
6K6R,Q08742,D
7Z3I,B7JAQ5,B
2OGG,P39796,A
7ZMG,G0S6J1,M
1RFJ,Q7DMN9,A
6GW6,Q88K58,F
2LMV,P49258,A
7D59,O75575,D
4X57,P35131,C
5Y6C,A0A0H3G0N3,B
4B96,G8LST1,A
1FX1,P00323,A
2LS5,Q8A7E1,A
6UI4,I1RE19,B
2HQ9,Q988L5,A
5JB3,Q8U0E2,O
7X80,A0A9Y2YAD2,B
3ZG1,P37975,D
6VTI,O55000,A
3JS9,A7ANF8,C
1N0Y,P07463,B
2AZW,Q836H1,A
4GPR,C4M5T2,A
1WWI,Q5SI95,A
8F5L,P00282,A
4O4A,A0A6L8PAP6,D
7VF3,P11684,D
1K66,Q8RTM8,B
6H1N,Q8UWD5,A
9FP8,A0NGL9,B
1GGZ,P27482,A
1Y82,Q8U3V0,D
3U80,D6ZTY6,A
4CIC,D5X843,B
6R1V,Q2FV99,A
8E7D,P02766,E
8PIW,P00698,A
1JF3,P02216,A
6FL4,Q9CA40,B
7UIK,P04386,T
9FHL,P39573,N
9FHB,P68871,B
6FIT,P49789,A
3L1Z,P61077,A
2R1H,P02141,D
7P64,P0AFC3,A
5U3E,P58906,A
2W56,Q9KUL0,B
7DTG,P20700,B
6GIQ,P00127,Q
1FQJ,O46469,B
4L3K,P50049,B
1J6T,P00550,A
4PQZ,Q12104,A
7QU4,P69892,H
6ZV2,Q96QC0,A
1RK8,P49028,B
3VX7,W0TH64,B
2F3X,O34835,B
2KCW,P09163,A
1DK8,O15169,A
4EHS,P56064,B
2OKM,Q9F865,A
2HUH,Q8A5Q9,A
2R0X,Q0I3S1,A
3MGD,Q97MN4,B
3V7B,Q6NEK4,B
1C3M,Q9ZQY5,A
1KFR,P80721,A
8A9O,V5VBK4,B
3N59,P9WPX7,F
1EM8,P28905,C
6SW9,P61994,N
6OQQ,P06787,B
3QD6,P29965,F
2QQY,Q9K5J5,A
2PEG,P80044,B
5UFT,Q2YQ04,A
6IYI,A0A1Z0YU12,B
2G2B,P55008,A
5J2S,A4KWA1,A
1AU7,P10037,A
2MHB,P02062,B
4X6A,P20436,H
1FHJ,P60526,D
3WCT,S0BBU7,A
7D69,E2RU29,E
1DM1,P02210,A
7HBI,P02213,A
1SM1,Q9RY49,F
1ZX2,P53741,A
7XSI,A0A1B4XBH4,C
1A9W,P02100,E
1HBR,P02112,B
3VRF,D3U1H9,B
1FAW,P02117,B
2F2E,Q9I3B4,B
1QK8,O96438,A
3WH2,Q9ULY5,A
1Z8S,Q9X4D0,A
2D5K,A0A0H2X069,C
8Z11,A0A7S3TXN3,Q
1HV4,P02118,B
1I3D,P69891,A
6SMF,Q5NPJ9,A
1IU1,O43747,A
2RAO,P02057,B
4BBK,P59113,A
3EU1,P02077,B
7E99,B1Q3G1,D
1M90,P29198,K
4QBL,A5WF35,D
3BPX,O26413,A
1ROT,P27124,A
3CIU,P02070,D
7B6X,Q9VA95,C
5ZJI,B6TXS5,N
8EHS,Q848J7,F
2GTL,P02218,B
7ZDH,A0A8N7XJ18,i
2JQA,Q9RT80,A
3GYS,P07412,B
5JHF,C5DEB9,B
2LEZ,Q8ZMM8,A
1P90,Q9F5X9,A
3J7A,C0H5C2,X
2J3T,Q5NCF2,C
1HDS,P02074,B
1W8Z,Q9C171,A
4BGJ,Q9Y5W7,A
3JYZ,Q8KQ36,A
1EHW,O00746,A
8IH8,P9WGX7,C
4UER,A0A0J9X215,M
3LV9,Q183U2,A
6U0I,C3TAR7,A
1P4P,P17739,A
1M4P,Q99816,A
3F0W,Q9Y6R0,A
6ML3,Q80X44,A
5WOX,A0R5R3,A
6HNN,C5HV10,H
1SJ5,Q9WY07,A
1O8P,Q8GJ44,A
4D74,Q46630,A
1F7W,P77173,A
7AK6,Q9ERS2,Z
5Z4G,A0A1D1UN89,B
5EWR,M1VFX0,A
6L7Q,F8AFT0,A
8P6M,A0A246BSD0,A
1JI4,P43313,J
9BK9,Q9I5C5,A
2K60,Q13586,A
7R4G,Q95KV7,Z
1YHU,P80592,R
7SYW,P47813,A
6AZ1,A0A3S7X3Z7,O
2MC0,P0A4T9,A
2J4T,Q3TMQ6,A
3NCT,P10031,D
3SEN,Q8WXD9,B
1OQW,P02973,A
5JQ1,P07306,A
8XU0,A0A069A654,D
7TXX,A0A0H3LWK6,A
1YLM,O32126,B
3DLL,Q9RSS7,F
6PC5,P02413,L
2IG8,Q9HYB0,C
2NT2,Q76I76,A
4TKK,Q7LXU0,A
8XZV,A0A9R0J252,Q
6GJ1,B7LFT4,D
4YXL,P04273,A
2BOX,Q9UHX3,A
5XXU,B9PHL8,X
4B9J,P53508,A
3AQB,O66127,A
3D5P,Q5LEL2,A
2B5X,O31699,A
3W1Z,O14368,A
4W98,B0VKS3,A
2WSF,Q9S831,E
1GQO,P54517,J
1FSL,P02238,B
6GWJ,Q14657,B
1GMW,P18317,B
3L4B,D3KFX7,A
1X99,Q8WZC9,A
7A4P,A0A2P6TKF8,D
1CFY,Q03048,A
1NYE,P0C0L2,C
1SPG,P56250,A
4UYP,Q7WYN2,A
1H9M,Q44529,A
2ETH,Q9WZS3,A
1OUT,P02019,A
6URI,P53680,S
7CTO,W8TTH3,A
2ZS0,Q7M413,B
6YIE,O15392,A
1HML,P00709,A
2FJY,P34174,A
7DFE,A5Y0M2,B
2BL0,Q8WSQ4,C
6OKM,P43489,R
1WYM,P37802,A
7AOC,P36595,F
1AVG,Q27049,I
8T1I,Q8VCS6,F
1QKQ,Q05315,A
6IYI,A0A1Z0YU11,A
3LDY,D5MNX7,A
1FLP,P41260,A
6LJP,A8MUM7,A
1O1X,Q9X0G9,A
7XXX,A0AA82WNZ0,A
1HBH,P80043,C
7R6Q,P04456,X
1GZ2,Q9PRS8,A
7OG7,Q12M31,A
2UZP,P05129,A
3Q63,Q98IT8,B
8HCU,Q6W2J9,C
7BUT,A0A7M4DUG5,A
2LV4,Q8ZP79,A
1S0H,P01959,A
2K1S,P37665,A
1BVQ,P56653,A
3FS4,P01981,C
1IWH,P01958,A
9MXA,Q01543,D
2JQ7,P29395,A
3GL3,Q8KDH8,B
1VYN,Q9VUQ5,A
1Z1S,Q9HYR3,A
2OZH,Q8P6L4,A
1I4O,P98170,D
8DO6,A0A2R3SZR9,C
3AT5,E5RWQ0,A
7ZM7,G0SBG9,Q
8T4C,A0A0H3PAZ9,B
8J8Y,E5D8B7,B
2WCL,P34170,A
4GF3,Q7BTX0,A
1HQZ,P15891,6
1CG5,P56691,A
4YM4,Q96CG3,A
5TO7,P12270,C
2LIQ,B3GA02,A
1CG8,P56692,B
7D6L,Q9RYY9,A
6LS4,A0A4X1VCH4,E
7KTX,P40540,E
1G09,P01966,C
1SD9,P08692,A
7EL2,A0A4Q4GPX4,B
4RRG,Q58597,D
6P57,P04651,B
1HBR,P02001,C
3HRW,P01942,C
1CKV,P18797,A
1WMU,P83134,A
2D4O,Q72J89,A
3MDP,Q39VF8,A
3GDJ,P63106,C
6AZ1,Q9TXA6,U
6AZ1,A0A3S5H6N5,Q
1FAW,P01989,A
2PDO,P63422,G
1JMV,P44880,D
7VQO,G0SE85,C
2B7H,P60523,C
5EZB,A0FKN5,B
1GAK,Q25063,A
1C40,P01990,A
3FH9,D0VX09,A
4UER,A0A0J9X211,I
3FH0,A6T8F5,B
2M48,Q7KTX7,A
6MYS,D0VWW3,C
1BAR,P03968,B
1H3Q,Q9CQP2,A
2BYK,Q9V452,A
7P1H,P07737,P
3MR0,Q2T6J3,B
5TSE,V5VH20,C
5ODH,A0A2D0TC98,J
3C6V,Q4WF74,C
7AJQ,V5YUQ0,G
2CY9,Q9CQR4,B
1GCW,Q9YGW2,C
1Q2Y,O31628,A
6RAO,Q6HAD0,H
1UWA,P00873,W
2CY5,Q8R5F8,A
9DTR,P38302,Z
9FHL,Q9UXA3,T
2XMA,Q7DF83,B
2P0S,Q7MVU4,A
3ILX,Q97UQ9,B
1GGW,Q09196,A
4BQA,P15036,G
3WZ3,Q9R2H2,A
3BW6,P36015,A
6JXR,P01848,m
5LP0,F1Q5Z9,A
2QKP,Q8DU08,D
2FBI,Q9HWP6,A
3LB5,A0A0H3M325,A
1GTQ,P27213,A
2JD9,A1JSS7,A
1PNE,P02584,A
1B4U,P22635,C
3ECO,A0A0H3JPT9,B
6FTL,A0A3B6UEX1,I
3EUR,A0A380Z3E8,A
3L7X,Q8DVQ8,A
3M97,P54820,X
2BSQ,Q5F882,D
7DWQ,B0C8F1,D
4IR0,Q81W73,B
7KBD,Q6DKE3,G
6TD7,A0A2K3CTN8,A
5N9Z,A0A384E0M3,O
1M4U,P18075,L
4I3B,P0DM59,A
1VK9,Q9X1J4,A
5UEB,B4RJ46,B
1BXN,P09658,L
8WZB,Q9D3X8,A
6YGQ,A0A0M7CBI0,D
3T3A,P27811,B
6WNQ,P0A6E6,H
3A44,Q5JIH3,A
1EY1,P0A780,A
1DSY,P05696,A
8GMT,P0AG11,B
2DAX,P57060,A
1F7S,Q39250,A
2R9I,Q6NK34,A
2OZ1,Q939U4,D
1BWV,O98950,Y
6ANZ,B4RQJ2,A
5VB0,D7UQM0,A
2MOB,P27356,A
8E7R,Q739M9,B
7ACP,Q9NAV7,A
3NKL,Q5E8F4,B
4JAC,Q9NAV8,B
3G0M,Q8ZPQ1,A
7M6C,A0A1L8D5Z7,A
7TB1,Q9UNE7,A
3NOH,A7B039,A
3D7A,O58738,B
4D3L,A0A140UH31,C
6Z2Z,P29373,A
2FAX,P00322,A
7BCJ,Q6A6F6,A
2BJ7,O58316,B
7F0D,A5U094,M
7D2T,P48059,D
2P9M,Q58332,A
1D1J,P35080,D
8S8D,P27069,O
2DYQ,O95704,A
7RTX,P37167,A
1XKP,Q56973,C
8J0H,Q10214,H
8K4M,A0AAX7FLQ9,A
2VXG,Q9VKK1,B
2CRF,Q9H6Z4,A
1C2N,P00094,A
6AZ1,A0A3Q8IKW0,Z
1KQQ,Q24573,A
1C4P,Q53284,A
1C3H,Q60994,A
3EAD,A0A0B4K6E2,D
1C04,P04257,A
3D0J,Q97DI0,A
2ASF,P9WLL7,A
1B1A,P80078,A
3ZK0,Q93J41,A
2DUW,A6T758,A
5W93,Q61140,C
2W1W,A3DK57,B
9L3Y,Q99969,L
6C5D,Q9ZMQ4,D
2RIH,Q8ZVX8,B
1FMF,Q05488,A
8GJ3,P28632,F
2Q03,Q12ML0,B
6MKZ,P20334,D
6PX1,P02302,E
6TT7,P17605,5
6LTJ,Q6PI79,E
5AN9,Q54G86,E
7X3W,P84233,E
1C77,P68802,B
1ECO,P02229,A
5GSE,P68431,A
3HH0,Q81H70,D
3I86,Q740Y8,A
5Z2M,Q91XL9,B
2VUI,P26408,B
3ZUA,Q47258,A
5FOR,Q6ZUJ8,A
1CMZ,P49795,A
5HT6,Q8IZD2,B
1GCV,Q9YGW1,D
3MBE,P01852,H
6A8W,Q03944,A
1CBR,P62965,A
1U35,P68433,E
6RFR,Q6C8J9,M
